chrom	pos	strand	cil1	ml1	ciu1	pval1	fdr1	cil2	ml2	ciu2	pval2	fdr2	overshoot	5hmC	cil_diff	ml_diff	ciu_diff	pval_diff	fdr_diff	est_mindiff
chrM	11423	-	0.000191	0.002095	0.004019	0.030662	0.043821	0.002925	0.005511	0.008120	0.000029	0.000047	0	3	-0.006497	-0.003416	-0.000336	0.037677	0.059462	-0.000336
chrM	11434	+	0.132237	0.163829	0.199074	0.000000	0.000000	0.169436	0.203174	0.239327	0.000000	0.000000	0	3	-0.087649	-0.039345	0.008959	0.112682	0.157881	0.000000
chrM	11435	-	0.000135	0.001787	0.003454	0.033611	0.047695	0.002079	0.004308	0.006553	0.000148	0.000234	0	3	-0.005185	-0.002520	0.000144	0.075768	0.109382	0.000000
chrM	11456	-	0.002124	0.003024	0.003957	0.000000	0.000000	0.007448	0.008897	0.010413	0.000000	0.000000	0	3	-0.007431	-0.005873	-0.004316	0.000000	0.000000	-0.004316
chrM	11477	-	0.002266	0.003244	0.004257	0.000000	0.000000	0.009986	0.011658	0.013409	0.000000	0.000000	0	3	-0.010134	-0.008414	-0.006695	0.000000	0.000000	-0.006695
chrM	11493	-	0.000842	0.001681	0.002552	0.000074	0.000140	0.002626	0.003890	0.005207	0.000000	0.000000	0	3	-0.003633	-0.002209	-0.000786	0.004672	0.008549	-0.000786
chrM	11592	-	0.003913	0.005489	0.007080	0.000000	0.000000	0.012307	0.014475	0.016666	0.000000	0.000000	0	3	-0.011548	-0.008986	-0.006424	0.000000	0.000000	-0.006424
chrM	11611	-	0.005937	0.006832	0.007769	0.000000	0.000000	0.018174	0.019804	0.021508	0.000000	0.000000	0	3	-0.014578	-0.012972	-0.011367	0.000000	0.000000	-0.011367
chrM	11648	-	0.000737	0.001396	0.002072	0.000027	0.000054	0.004766	0.005788	0.006846	0.000000	0.000000	0	3	-0.005514	-0.004391	-0.003269	0.000000	0.000000	-0.003269
chrM	11689	+	0.419075	0.467003	0.513431	0.000000	0.000000	0.547441	0.590715	0.630232	0.000000	0.000000	0	3	-0.185700	-0.123712	-0.061724	0.000161	0.000358	-0.061724
chrM	11690	-	0.003662	0.004400	0.005167	0.000000	0.000000	0.012867	0.014195	0.015576	0.000000	0.000000	0	3	-0.011110	-0.009795	-0.008480	0.000000	0.000000	-0.008480
chrM	11692	+	0.403353	0.455382	0.504758	0.000000	0.000000	0.483028	0.541048	0.591727	0.000000	0.000000	0	3	-0.159615	-0.085666	-0.011717	0.027072	0.043752	-0.011717
chrM	11693	-	0.003809	0.004693	0.005602	0.000000	0.000000	0.013882	0.015383	0.016931	0.000000	0.000000	0	3	-0.012235	-0.010690	-0.009145	0.000000	0.000000	-0.009145
chrM	11711	-	-0.000115	0.001183	0.002491	0.073714	0.098846	0.002673	0.004323	0.005987	0.000000	0.000000	0	2	-0.005189	-0.003141	-0.001093	0.003457	0.006466	-0.001093
chrM	11717	-	-0.001468	-0.000100	0.001279	0.887328	0.902689	0.002836	0.004642	0.006460	0.000000	0.000001	0	2	-0.006931	-0.004742	-0.002553	0.000043	0.000102	-0.002553
chrM	11761	+	0.053522	0.110681	0.167050	0.000214	0.000392	0.193632	0.255228	0.313514	0.000000	0.000000	0	3	-0.226878	-0.144547	-0.062217	0.000734	0.001493	-0.062217
chrM	11762	-	0.001635	0.002383	0.003161	0.000000	0.000000	0.007726	0.009015	0.010363	0.000000	0.000000	0	3	-0.007952	-0.006632	-0.005313	0.000000	0.000000	-0.005313
chrM	11765	+	0.080639	0.136577	0.191743	0.000004	0.000008	0.208874	0.267891	0.323888	0.000000	0.000000	0	3	-0.211125	-0.131314	-0.051502	0.001494	0.002916	-0.051502
chrM	11766	-	0.001539	0.002275	0.003042	0.000000	0.000000	0.007633	0.008933	0.010295	0.000000	0.000000	0	3	-0.007966	-0.006658	-0.005351	0.000000	0.000000	-0.005351
chrM	11777	+	0.021712	0.072208	0.122344	0.005604	0.008845	0.104776	0.160420	0.214233	0.000000	0.000000	0	3	-0.162196	-0.088212	-0.014229	0.020788	0.034440	-0.014229
chrM	11778	-	0.001083	0.002562	0.004062	0.000630	0.001094	0.009227	0.011357	0.013523	0.000000	0.000000	0	3	-0.011242	-0.008795	-0.006348	0.000000	0.000000	-0.006348
chrM	11851	+	0.016942	0.049673	0.082447	0.003250	0.005245	0.054504	0.092627	0.130004	0.000007	0.000011	0	3	-0.092350	-0.042954	0.006443	0.092655	0.131294	0.000000
chrM	11852	-	0.002234	0.003054	0.003898	0.000000	0.000000	0.008560	0.009899	0.011294	0.000000	0.000000	0	3	-0.008266	-0.006846	-0.005425	0.000000	0.000000	-0.005425
chrM	11860	+	0.006067	0.038550	0.070998	0.020838	0.030425	0.015616	0.051569	0.086576	0.006236	0.008926	0	3	-0.060826	-0.013019	0.034789	0.594802	0.666900	0.000000
chrM	11861	-	0.000695	0.001623	0.002568	0.000558	0.000977	0.004350	0.005704	0.007096	0.000000	0.000000	0	3	-0.005628	-0.004081	-0.002535	0.000001	0.000003	-0.002535
chrM	11914	-	-0.001989	-0.000648	0.000701	0.345892	0.406525	0.002338	0.004093	0.005868	0.000006	0.000009	0	2	-0.006879	-0.004741	-0.002602	0.000027	0.000066	-0.002602
chrM	12053	+	0.036809	0.051144	0.065671	0.000000	0.000000	-0.031592	-0.010958	0.009699	0.298331	0.351040	0	1	0.038451	0.062103	0.085754	0.000001	0.000004	0.038451
chrM	12054	-	0.002317	0.003245	0.004191	0.000000	0.000000	0.006646	0.008037	0.009464	0.000000	0.000000	0	3	-0.006351	-0.004791	-0.003232	0.000000	0.000000	-0.003232
chrM	12112	+	0.079713	0.104632	0.129675	0.000000	0.000000	-0.010032	0.022189	0.054498	0.177079	0.218938	0	1	0.042936	0.082443	0.121950	0.000075	0.000173	0.042936
chrM	12113	-	0.001692	0.002943	0.004203	0.000004	0.000008	0.002718	0.004336	0.005963	0.000000	0.000000	0	3	-0.003379	-0.001394	0.000592	0.182826	0.244831	0.000000
chrM	12124	+	0.048104	0.088712	0.129074	0.000022	0.000043	0.095782	0.140658	0.184752	0.000000	0.000000	0	3	-0.111823	-0.051946	0.007932	0.091226	0.129637	0.000000
chrM	12125	-	0.002499	0.003204	0.003935	0.000000	0.000000	0.008163	0.009374	0.010637	0.000000	0.000000	0	3	-0.007411	-0.006170	-0.004929	0.000000	0.000000	-0.004929
chrM	12192	-	0.000208	0.000978	0.001768	0.012434	0.018878	0.001537	0.002657	0.003808	0.000004	0.000007	0	3	-0.002963	-0.001679	-0.000396	0.016162	0.027136	-0.000396
chrM	12207	-	0.002075	0.003255	0.004474	0.000000	0.000000	0.008909	0.010856	0.012881	0.000000	0.000000	0	3	-0.009653	-0.007601	-0.005549	0.000000	0.000000	-0.005549
chrM	12405	+	0.022998	0.060696	0.098414	0.001576	0.002619	-0.066513	-0.020123	0.026354	0.396113	0.451216	0	1	0.022264	0.080819	0.139374	0.008125	0.014316	0.022264
chrM	12406	-	-0.000450	0.000898	0.002251	0.191740	0.237358	0.001259	0.003056	0.004863	0.000875	0.001326	0	2	-0.004319	-0.002158	0.000002	0.059998	0.088237	0.000000
chrM	12456	+	0.056868	0.094110	0.131118	0.000001	0.000002	0.031942	0.073924	0.115454	0.000610	0.000931	0	3	-0.035312	0.020186	0.075684	0.478810	0.564735	0.000000
chrM	12457	-	0.003633	0.004696	0.005779	0.000000	0.000000	0.011746	0.013436	0.015174	0.000000	0.000000	0	3	-0.010558	-0.008740	-0.006922	0.000000	0.000000	-0.006922
chrM	12527	+	0.104604	0.128557	0.153126	0.000000	0.000000	0.204223	0.233389	0.262321	0.000000	0.000000	0	3	-0.142025	-0.104831	-0.067638	0.000000	0.000000	-0.067638
chrM	12528	-	0.004049	0.005208	0.006393	0.000000	0.000000	0.012817	0.014716	0.016666	0.000000	0.000000	0	3	-0.011509	-0.009508	-0.007507	0.000000	0.000000	-0.007507
chrM	12621	+	0.020178	0.029809	0.039681	0.000000	0.000000	0.076655	0.089955	0.103595	0.000000	0.000000	0	3	-0.075921	-0.060145	-0.044369	0.000000	0.000000	-0.044369
chrM	12622	-	0.001565	0.002429	0.003325	0.000000	0.000000	0.003138	0.004461	0.005829	0.000000	0.000000	0	3	-0.003503	-0.002032	-0.000561	0.012481	0.021277	-0.000561
chrM	12735	+	0.009560	0.011919	0.014381	0.000000	0.000000	0.020910	0.024623	0.028502	0.000000	0.000000	0	3	-0.016771	-0.012704	-0.008638	0.000000	0.000000	-0.008638
chrM	12736	-	0.002647	0.003660	0.004700	0.000000	0.000000	0.009559	0.011294	0.013095	0.000000	0.000000	0	3	-0.009408	-0.007634	-0.005860	0.000000	0.000000	-0.005860
chrM	12762	+	-0.010295	-0.001683	0.006931	0.701829	0.747470	0.025858	0.036822	0.047773	0.000000	0.000000	0	2	-0.052047	-0.038505	-0.024963	0.000000	0.000000	-0.024963
chrM	12763	-	0.006597	0.007781	0.008994	0.000000	0.000000	0.018898	0.020928	0.023014	0.000000	0.000000	0	3	-0.015217	-0.013146	-0.011076	0.000000	0.000000	-0.011076
chrM	12774	+	-0.018234	-0.007998	0.002164	0.122778	0.157861	-0.000854	0.011998	0.024778	0.067855	0.089076	0	0	-0.035949	-0.019996	-0.004043	0.016765	0.028102	-0.004043
chrM	12775	-	0.001663	0.002441	0.003243	0.000000	0.000000	0.006086	0.007422	0.008812	0.000000	0.000000	0	3	-0.006346	-0.004980	-0.003614	0.000000	0.000000	-0.003614
chrM	12813	+	0.021245	0.025768	0.030643	0.000000	0.000000	0.044988	0.052897	0.061320	0.000000	0.000000	0	3	-0.035267	-0.027129	-0.018990	0.000000	0.000000	-0.018990
chrM	12814	-	0.001173	0.002140	0.003123	0.000013	0.000027	0.006112	0.007616	0.009161	0.000000	0.000000	0	3	-0.007118	-0.005476	-0.003834	0.000000	0.000000	-0.003834
chrM	12817	+	0.016726	0.021422	0.026359	0.000000	0.000000	0.054476	0.062925	0.071856	0.000000	0.000000	0	3	-0.049920	-0.041503	-0.033086	0.000000	0.000000	-0.033086
chrM	12818	-	0.003507	0.004588	0.005694	0.000000	0.000000	0.012036	0.013817	0.015654	0.000000	0.000000	0	3	-0.011100	-0.009229	-0.007358	0.000000	0.000000	-0.007358
chrM	12862	+	0.012805	0.016449	0.020338	0.000000	0.000000	0.040527	0.047128	0.054178	0.000000	0.000000	0	3	-0.037268	-0.030679	-0.024091	0.000000	0.000000	-0.024091
chrM	12863	-	0.001888	0.003279	0.004696	0.000003	0.000007	0.003820	0.005813	0.007844	0.000000	0.000000	0	3	-0.004834	-0.002533	-0.000233	0.042080	0.065480	-0.000233
chrM	12867	+	0.008975	0.017005	0.025045	0.000036	0.000071	0.046230	0.056707	0.067260	0.000000	0.000000	0	3	-0.052465	-0.039701	-0.026937	0.000000	0.000000	-0.026937
chrM	12868	-	0.003585	0.005146	0.006742	0.000000	0.000000	0.012123	0.014504	0.016958	0.000000	0.000000	0	3	-0.012000	-0.009358	-0.006716	0.000000	0.000000	-0.006716
chrM	12870	+	0.028138	0.039675	0.051216	0.000000	0.000000	0.048948	0.062564	0.076188	0.000000	0.000000	0	3	-0.040496	-0.022889	-0.005282	0.011955	0.020451	-0.005282
chrM	12871	-	0.003540	0.005057	0.006613	0.000000	0.000000	0.013726	0.016102	0.018561	0.000000	0.000000	0	3	-0.013636	-0.011044	-0.008452	0.000000	0.000000	-0.008452
chrM	12876	+	0.014166	0.020477	0.026972	0.000000	0.000000	0.037479	0.045722	0.054342	0.000000	0.000000	0	3	-0.035432	-0.025245	-0.015058	0.000002	0.000006	-0.015058
chrM	12877	-	0.004442	0.005718	0.007045	0.000000	0.000000	0.013420	0.015528	0.017732	0.000000	0.000000	0	3	-0.012038	-0.009811	-0.007583	0.000000	0.000000	-0.007583
chrM	12888	+	0.015438	0.021312	0.027397	0.000000	0.000000	0.035107	0.043457	0.052131	0.000000	0.000000	0	3	-0.031920	-0.022145	-0.012371	0.000025	0.000061	-0.012371
chrM	12889	-	0.002720	0.004828	0.006960	0.000007	0.000013	0.009684	0.012442	0.015244	0.000000	0.000000	0	3	-0.010983	-0.007613	-0.004243	0.000018	0.000045	-0.004243
chrM	12951	+	0.022524	0.028439	0.034497	0.000000	0.000000	0.035362	0.042843	0.050554	0.000000	0.000000	0	3	-0.023801	-0.014404	-0.005007	0.003315	0.006248	-0.005007
chrM	12952	-	0.005324	0.006583	0.007884	0.000000	0.000000	0.017983	0.020172	0.022458	0.000000	0.000000	0	3	-0.015809	-0.013588	-0.011367	0.000000	0.000000	-0.011367
chrM	13120	+	0.229470	0.267710	0.305579	0.000000	0.000000	0.332434	0.369898	0.406119	0.000000	0.000000	0	3	-0.154998	-0.102189	-0.049380	0.000187	0.000407	-0.049380
chrM	13121	-	0.004770	0.006188	0.007639	0.000000	0.000000	0.013967	0.016171	0.018448	0.000000	0.000000	0	3	-0.012398	-0.009983	-0.007567	0.000000	0.000000	-0.007567
chrM	13179	+	0.145924	0.173243	0.201865	0.000000	0.000000	0.181145	0.209965	0.239038	0.000000	0.000000	0	3	-0.076878	-0.036722	0.003434	0.074844	0.108205	0.000000
chrM	13180	-	0.005210	0.006212	0.007252	0.000000	0.000000	0.015899	0.017689	0.019544	0.000000	0.000000	0	3	-0.013257	-0.011476	-0.009696	0.000000	0.000000	-0.009696
chrM	13197	+	0.231989	0.265281	0.298857	0.000000	0.000000	0.375249	0.411428	0.446121	0.000000	0.000000	0	3	-0.194703	-0.146147	-0.097590	0.000000	0.000000	-0.097590
chrM	13198	-	0.005834	0.007351	0.008894	0.000000	0.000000	0.026539	0.028967	0.031456	0.000000	0.000000	0	3	-0.024213	-0.021616	-0.019018	0.000000	0.000000	-0.019018
chrM	13209	+	0.117731	0.145395	0.174913	0.000000	0.000000	0.209408	0.240625	0.272214	0.000000	0.000000	0	3	-0.137414	-0.095230	-0.053046	0.000018	0.000045	-0.053046
chrM	13210	-	-0.006719	-0.003130	0.000466	0.088154	0.116799	0.007047	0.011627	0.016212	0.000001	0.000001	0	2	-0.020412	-0.014757	-0.009103	0.000001	0.000002	-0.009103
chrM	13239	+	0.127966	0.152371	0.178185	0.000000	0.000000	0.256497	0.285349	0.314880	0.000000	0.000000	0	3	-0.171022	-0.132977	-0.094933	0.000000	0.000000	-0.094933
chrM	13240	-	0.002547	0.003305	0.004102	0.000000	0.000000	0.009721	0.011036	0.012431	0.000000	0.000000	0	3	-0.009080	-0.007731	-0.006383	0.000000	0.000000	-0.006383
chrM	13287	+	0.010652	0.028954	0.047332	0.002005	0.003279	0.073355	0.095163	0.116997	0.000000	0.000000	0	3	-0.094264	-0.066209	-0.038154	0.000006	0.000015	-0.038154
chrM	13288	-	0.005684	0.006627	0.007618	0.000000	0.000000	0.017755	0.019515	0.021353	0.000000	0.000000	0	3	-0.014591	-0.012888	-0.011185	0.000000	0.000000	-0.011185
chrM	13332	+	0.016603	0.022191	0.028526	0.000000	0.000000	0.042163	0.050804	0.060420	0.000000	0.000000	0	3	-0.038582	-0.028613	-0.018645	0.000000	0.000000	-0.018645
chrM	13333	-	-0.000479	0.002021	0.004533	0.112963	0.146749	0.006911	0.010042	0.013187	0.000000	0.000000	0	2	-0.011936	-0.008020	-0.004105	0.000090	0.000205	-0.004105
chrM	13365	+	0.010151	0.014339	0.018883	0.000000	0.000000	0.037385	0.044306	0.051876	0.000000	0.000000	0	3	-0.037435	-0.029967	-0.022499	0.000000	0.000000	-0.022499
chrM	13366	-	0.005941	0.007541	0.009190	0.000000	0.000000	0.017940	0.020333	0.022821	0.000000	0.000000	0	3	-0.015495	-0.012792	-0.010089	0.000000	0.000000	-0.010089
chrM	13405	+	0.014672	0.019087	0.023754	0.000000	0.000000	0.051491	0.058819	0.066571	0.000000	0.000000	0	3	-0.047505	-0.039732	-0.031959	0.000000	0.000000	-0.031959
chrM	13406	-	0.014973	0.016484	0.018059	0.000000	0.000000	0.043215	0.045955	0.048786	0.000000	0.000000	0	3	-0.032170	-0.029472	-0.026773	0.000000	0.000000	-0.026773
chrM	13524	+	0.062825	0.072888	0.083385	0.000000	0.000000	0.148010	0.161871	0.176212	0.000000	0.000000	0	3	-0.105590	-0.088983	-0.072376	0.000000	0.000000	-0.072376
chrM	13525	-	0.003903	0.005070	0.006264	0.000000	0.000000	0.009759	0.011554	0.013388	0.000000	0.000000	0	3	-0.008462	-0.006484	-0.004506	0.000000	0.000000	-0.004506
chrM	13530	+	0.060978	0.069647	0.078808	0.000000	0.000000	0.137242	0.149918	0.163088	0.000000	0.000000	0	3	-0.094944	-0.080272	-0.065599	0.000000	0.000000	-0.065599
chrM	13531	-	0.003419	0.004432	0.005472	0.000000	0.000000	0.011376	0.013006	0.014689	0.000000	0.000000	0	3	-0.010319	-0.008575	-0.006830	0.000000	0.000000	-0.006830
chrM	13551	+	0.032222	0.037965	0.044163	0.000000	0.000000	0.084377	0.093750	0.103632	0.000000	0.000000	0	3	-0.065929	-0.055786	-0.045643	0.000000	0.000000	-0.045643
chrM	13552	-	0.001631	0.002625	0.003660	0.000000	0.000000	0.004391	0.005936	0.007538	0.000000	0.000000	0	3	-0.005014	-0.003311	-0.001608	0.000462	0.000964	-0.001608
chrM	13578	+	0.052031	0.062066	0.072715	0.000000	0.000000	0.123680	0.139248	0.155330	0.000000	0.000000	0	3	-0.094484	-0.077182	-0.059880	0.000000	0.000000	-0.059880
chrM	13579	-	0.003390	0.004742	0.006136	0.000000	0.000000	0.006837	0.008686	0.010598	0.000000	0.000000	0	3	-0.006159	-0.003944	-0.001729	0.000821	0.001667	-0.001729
chrM	13596	+	0.056258	0.069049	0.081979	0.000000	0.000000	0.094361	0.111659	0.129014	0.000000	0.000000	0	3	-0.063255	-0.042610	-0.021965	0.000111	0.000250	-0.021965
chrM	13597	-	0.001625	0.002676	0.003748	0.000000	0.000001	0.007893	0.009422	0.011003	0.000000	0.000000	0	3	-0.008499	-0.006746	-0.004994	0.000000	0.000000	-0.004994
chrM	13609	+	0.045553	0.053950	0.062477	0.000000	0.000000	0.089251	0.101333	0.113542	0.000000	0.000000	0	3	-0.061264	-0.047383	-0.033501	0.000000	0.000000	-0.033501
chrM	13610	-	0.002681	0.003544	0.004442	0.000000	0.000000	0.011023	0.012601	0.014254	0.000000	0.000000	0	3	-0.010602	-0.009057	-0.007511	0.000000	0.000000	-0.007511
chrM	13642	+	0.022653	0.027843	0.033104	0.000000	0.000000	0.047526	0.054940	0.062450	0.000000	0.000000	0	3	-0.035655	-0.027097	-0.018540	0.000000	0.000000	-0.018540
chrM	13643	-	0.001877	0.002732	0.003613	0.000000	0.000000	0.005278	0.006598	0.007976	0.000000	0.000000	0	3	-0.005325	-0.003866	-0.002407	0.000002	0.000004	-0.002407
chrM	13668	+	0.027860	0.033127	0.038473	0.000000	0.000000	0.056651	0.064225	0.071907	0.000000	0.000000	0	3	-0.039807	-0.031098	-0.022389	0.000000	0.000000	-0.022389
chrM	13669	-	0.002610	0.003425	0.004274	0.000000	0.000000	0.007155	0.008522	0.009961	0.000000	0.000000	0	3	-0.006528	-0.005098	-0.003668	0.000000	0.000000	-0.003668
chrM	13702	+	0.026697	0.030286	0.034050	0.000000	0.000000	0.071870	0.078173	0.084724	0.000000	0.000000	0	3	-0.054267	-0.047887	-0.041506	0.000000	0.000000	-0.041506
chrM	13703	-	0.001338	0.002202	0.003095	0.000000	0.000001	0.005581	0.006970	0.008422	0.000000	0.000000	0	3	-0.006261	-0.004768	-0.003275	0.000000	0.000000	-0.003275
chrM	13714	-	0.002557	0.003489	0.004461	0.000000	0.000000	0.007681	0.009130	0.010668	0.000000	0.000000	0	3	-0.007245	-0.005641	-0.004036	0.000000	0.000000	-0.004036
chrM	13726	-	0.002900	0.004052	0.005243	0.000000	0.000000	0.010175	0.011968	0.013851	0.000000	0.000000	0	3	-0.009890	-0.007916	-0.005941	0.000000	0.000000	-0.005941
chrM	13758	+	-0.259605	-0.192436	-0.122126	0.000000	0.000001	-0.478205	-0.414430	-0.344280	0.000000	0.000000	3	0	0.126154	0.221993	0.317832	0.000010	0.000025	0.126154
chrM	13759	-	0.000051	0.001814	0.003597	0.043416	0.060661	0.000258	0.002454	0.004665	0.028748	0.039234	0	3	-0.003400	-0.000640	0.002120	0.656848	0.717149	0.000000
chrM	13809	+	-0.057731	-0.038199	-0.018590	0.000266	0.000482	-0.153201	-0.124020	-0.094745	0.000000	0.000000	3	0	0.053383	0.085822	0.118260	0.000003	0.000007	0.053383
chrM	13810	-	0.001314	0.002296	0.003294	0.000004	0.000009	0.006021	0.007491	0.008991	0.000000	0.000000	0	3	-0.006842	-0.005196	-0.003550	0.000000	0.000000	-0.003550
chrM	13914	+	-0.032535	-0.015074	0.002447	0.094447	0.124148	-0.109046	-0.079072	-0.048473	0.000010	0.000016	2	0	0.033855	0.063998	0.094141	0.000462	0.000964	0.033855
chrM	13915	-	0.002341	0.003627	0.004939	0.000000	0.000000	0.007367	0.009187	0.011047	0.000000	0.000000	0	3	-0.007680	-0.005560	-0.003439	0.000001	0.000003	-0.003439
chrM	13939	+	-0.057698	-0.032843	-0.008016	0.012327	0.018772	-0.110729	-0.073239	-0.034015	0.000876	0.001326	3	0	-0.001065	0.040396	0.081857	0.084613	0.120927	0.000000
chrM	13940	-	0.001602	0.002739	0.003895	0.000002	0.000005	0.005079	0.006605	0.008162	0.000000	0.000000	0	3	-0.005704	-0.003866	-0.002028	0.000075	0.000172	-0.002028
chrM	13967	+	-0.127845	-0.076127	-0.021363	0.009911	0.015233	-0.194083	-0.130143	-0.062685	0.000505	0.000776	3	0	-0.028321	0.054016	0.136352	0.208818	0.275573	0.000000
chrM	13968	-	0.001155	0.002055	0.002972	0.000008	0.000015	0.004610	0.005931	0.007289	0.000000	0.000000	0	3	-0.005378	-0.003876	-0.002374	0.000002	0.000006	-0.002374
chrM	14159	+	-0.011254	-0.003585	0.004332	0.370663	0.432585	-0.027247	-0.016030	-0.004770	0.006557	0.009345	2	0	-0.000320	0.012445	0.025211	0.072865	0.105497	0.000000
chrM	14160	-	-0.000251	0.001672	0.003595	0.088290	0.116824	-0.000900	0.001471	0.003835	0.223975	0.272203	0	0	-0.002784	0.000201	0.003186	0.897292	0.925072	0.000000
chrM	14225	+	-0.018869	-0.008856	0.001510	0.097368	0.127151	-0.070808	-0.054845	-0.039585	0.000000	0.000000	2	0	0.028998	0.045989	0.062980	0.000001	0.000003	0.028998
chrM	14226	-	-0.009212	-0.005704	-0.002197	0.001433	0.002391	-0.000567	0.003867	0.008290	0.087490	0.112923	1	0	-0.015070	-0.009571	-0.004073	0.000908	0.001826	-0.004073
chrM	14248	+	-0.029949	-0.018474	-0.006928	0.003492	0.005617	-0.059490	-0.039947	-0.020359	0.000290	0.000451	3	0	0.001752	0.021473	0.041194	0.061978	0.090760	0.001752
chrM	14249	-	0.000508	0.001859	0.003214	0.007037	0.011037	0.000629	0.002373	0.004111	0.008017	0.011345	0	3	-0.002650	-0.000515	0.001621	0.647077	0.708805	0.000000
chrM	14267	+	-0.047182	-0.021630	0.005906	0.127855	0.163334	-0.155065	-0.118044	-0.080739	0.000000	0.000001	2	0	0.053510	0.096414	0.139318	0.000044	0.000104	0.053510
chrM	14268	-	0.001863	0.002971	0.004097	0.000000	0.000000	0.002402	0.003887	0.005383	0.000001	0.000001	0	3	-0.002702	-0.000917	0.000869	0.333802	0.416314	0.000000
chrM	14383	+	-0.014786	-0.001690	0.012285	0.806518	0.841035	-0.083576	-0.061796	-0.040026	0.000000	0.000001	2	0	0.037189	0.060106	0.083023	0.000005	0.000013	0.037189
chrM	14384	-	0.001642	0.002861	0.004087	0.000005	0.000010	0.004291	0.005932	0.007580	0.000000	0.000000	0	3	-0.005032	-0.003071	-0.001111	0.003295	0.006222	-0.001111
chrM	14458	+	0.033139	0.083082	0.132875	0.001101	0.001867	-0.003324	0.057085	0.117303	0.063955	0.084513	0	1	-0.050902	0.025997	0.102896	0.515328	0.596539	0.000000
chrM	14459	-	0.002157	0.003668	0.005187	0.000002	0.000005	0.004819	0.006908	0.008996	0.000000	0.000000	0	3	-0.005692	-0.003240	-0.000789	0.013916	0.023563	-0.000789
chrM	14559	+	0.018698	0.050364	0.081808	0.001931	0.003172	-0.007686	0.028641	0.064644	0.122606	0.155042	0	1	-0.025825	0.021723	0.069272	0.374732	0.461031	0.000000
chrM	14560	-	0.001281	0.002272	0.003274	0.000009	0.000019	0.003310	0.004644	0.005997	0.000000	0.000000	0	3	-0.003970	-0.002371	-0.000773	0.005294	0.009552	-0.000773
chrM	14568	+	0.027841	0.058985	0.089887	0.000232	0.000422	0.027631	0.064239	0.100486	0.000651	0.000994	0	3	-0.052487	-0.005254	0.041979	0.829572	0.872361	0.000000
chrM	14569	-	0.004355	0.007164	0.009973	0.000001	0.000001	-0.001042	0.002576	0.006170	0.162930	0.202652	0	1	0.000157	0.004589	0.009020	0.048726	0.073753	0.000157
chrM	14680	+	-0.004661	0.066026	0.137743	0.066146	0.089297	-0.038745	0.039499	0.120254	0.324612	0.379284	0	0	-0.079609	0.026527	0.132663	0.626900	0.689020	0.000000
chrM	14681	-	0.002400	0.004085	0.005787	0.000003	0.000006	0.007226	0.009568	0.011948	0.000000	0.000000	0	3	-0.008233	-0.005484	-0.002735	0.000208	0.000453	-0.002735
chrM	14684	+	0.030908	0.099364	0.167334	0.004439	0.007062	-0.008152	0.068903	0.145808	0.079440	0.103335	0	1	-0.071726	0.030461	0.132648	0.562285	0.641237	0.000000
chrM	14685	-	0.000462	0.002393	0.004328	0.015513	0.023164	0.004355	0.006838	0.009330	0.000000	0.000000	0	3	-0.007494	-0.004445	-0.001396	0.005655	0.010162	-0.001396
chrM	14697	+	-0.003758	0.040490	0.085265	0.072252	0.097015	-0.062005	-0.006816	0.049312	0.810704	0.841885	0	0	-0.022229	0.047306	0.116842	0.194157	0.257929	0.000000
chrM	14698	-	0.000051	0.001440	0.002832	0.042456	0.059570	0.001046	0.002896	0.004744	0.002440	0.003584	0	3	-0.003676	-0.001456	0.000764	0.216567	0.283925	0.000000
chrM	14720	+	0.000632	0.044283	0.088136	0.046426	0.064327	0.004981	0.058303	0.111726	0.031821	0.043250	0	3	-0.081711	-0.014020	0.053672	0.690710	0.745967	0.000000
chrM	14721	-	0.000673	0.001622	0.002588	0.000921	0.001578	0.004690	0.006089	0.007556	0.000000	0.000000	0	3	-0.006057	-0.004467	-0.002878	0.000000	0.000001	-0.002878
chrM	14759	+	0.024374	0.051118	0.078173	0.000154	0.000283	-0.030262	0.005360	0.041322	0.768935	0.805205	0	1	0.002750	0.045758	0.088766	0.045437	0.069512	0.002750
chrM	14760	-	0.000024	0.001250	0.002480	0.045979	0.063973	0.001374	0.002945	0.004520	0.000297	0.000462	0	3	-0.003629	-0.001695	0.000239	0.095365	0.134561	0.000000
chrM	14803	+	0.008460	0.034921	0.061803	0.009195	0.014215	-0.034431	0.000626	0.036182	0.972245	0.975965	0	1	-0.008264	0.034295	0.076855	0.129265	0.178364	0.000000
chrM	14804	-	-0.000209	0.001600	0.003413	0.082999	0.110702	0.003505	0.005931	0.008360	0.000002	0.000004	0	2	-0.007232	-0.004331	-0.001429	0.005079	0.009209	-0.001429
chrM	14830	+	0.043989	0.080023	0.116147	0.000012	0.000024	0.076842	0.119674	0.162568	0.000000	0.000000	0	3	-0.094867	-0.039651	0.015565	0.165557	0.223804	0.000000
chrM	14831	-	-0.000641	0.001300	0.003245	0.189116	0.234400	0.007064	0.009594	0.012124	0.000000	0.000000	0	2	-0.011375	-0.008293	-0.005212	0.000000	0.000001	-0.005212
chrM	14845	+	0.109759	0.146587	0.183178	0.000000	0.000000	0.167133	0.209227	0.250840	0.000000	0.000000	0	3	-0.117849	-0.062640	-0.007431	0.027727	0.044604	-0.007431
